comparison,pair_key,input,seed,first_client_latency_seconds,second_client_latency_seconds,first_inference_latency_ms,second_inference_latency_ms,client_relative_percent,server_relative_percent,second_faster
round5_final_to_round8_final,01:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,2.7479883078485727,2.4569701720029116,2736.884,2447.629,-10.590224675064286,-10.568770908814551,True
round5_final_to_round8_final,01:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,3.109917040914297,2.810536573641002,3102.55,2803.598,-9.626638374420393,-9.635686773782858,True
round5_final_to_round8_final,01:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,2.2521554180420935,2.002057014964521,2244.875,1991.368,-11.104846542739711,-11.292700038977676,True
round5_final_to_round8_final,01:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,2.4647743958048522,2.2216975148767233,2455.846,2212.228,-9.86203367504368,-9.91992168890069,True
round5_final_to_round8_final,01:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,2.5273581831716,2.2431267988868058,2517.87,2233.871,-11.246185292506116,-11.27933531119557,True
round5_final_to_round8_final,01:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,2.965270470827818,2.6293739578686655,2953.753,2620.909,-11.327685493235284,-11.268511618947151,True
round5_final_to_round8_final,01:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,2.48772015189752,2.2347318129613996,2482.399,2226.163,-10.169485452097671,-10.322111795887768,True
round5_final_to_round8_final,01:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,2.2851748783141375,2.028395594097674,2277.203,2021.348,-11.236745452317399,-11.235493717512234,True
round5_final_to_round8_final,01:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,2.441439177375287,2.1862800577655435,2431.727,2178.518,-10.451176583643452,-10.412723138740487,True
round5_final_to_round8_final,01:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,2.8722710530273616,2.580146033782512,2863.568,2572.827,-10.170524085355769,-10.153102702642292,True
round5_final_to_round8_final,01:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,2.7617905363440514,2.453010927885771,2753.472,2444.433,-11.180413735034033,-11.223611498500807,True
round5_final_to_round8_final,01:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,2.7204876709729433,2.3898109826259315,2707.882,2382.094,-12.155051900262793,-12.031100321210452,True
round5_final_to_round8_final,01:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,2.3089822600595653,2.029973021708429,2300.256,2022.136,-12.083645819952672,-12.090828151301414,True
round5_final_to_round8_final,01:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,2.364070300012827,2.0743466769345105,2357.627,2066.228,-12.255287969936612,-12.359843181300512,True
round5_final_to_round8_final,01:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,2.6784251159988344,2.4155409880913794,2672.162,2407.424,-9.81487689677001,-9.907258616805414,True
round5_final_to_round8_final,01:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,2.8024383429437876,2.541804778855294,2793.42,2531.583,-9.300242581419804,-9.373348798247305,True
round5_final_to_round8_final,02:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,2.7266326239332557,2.4387324592098594,2719.273,2432.758,-10.558817575801282,-10.536455883613016,True
round5_final_to_round8_final,02:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,2.315102909691632,2.0522140469402075,2309.179,2044.794,-11.355385613784252,-11.449307307921996,True
round5_final_to_round8_final,02:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,2.415275908075273,2.1676234384067357,2408.354,2159.749,-10.253589200328294,-10.322610380367669,True
round5_final_to_round8_final,02:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,2.5194637728855014,2.2511610370129347,2511.575,2243.09,-10.649199990888691,-10.689905736440263,True
round5_final_to_round8_final,02:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,3.7062390237115324,2.5962453079409897,3695.73,2587.077,-29.949328919940076,-29.998214155254843,True
round5_final_to_round8_final,02:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,2.4680039598606527,2.210679371841252,2458.224,2200.746,-10.426425249087924,-10.47414718919024,True
round5_final_to_round8_final,02:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,2.327445773873478,2.059159647207707,2319.515,2050.145,-11.52706239936464,-11.613203622308966,True
round5_final_to_round8_final,02:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,2.4241684447042644,2.164117189589888,2417.25,2156.781,-10.727441638078972,-10.775426621160412,True
round5_final_to_round8_final,02:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,2.589215429034084,2.3199169589206576,2582.565,2311.9,-10.400774964248116,-10.480471933910662,True
round5_final_to_round8_final,02:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,2.7307120161131024,2.453957085032016,2725.528,2443.755,-10.134899961916144,-10.338290415655226,True
round5_final_to_round8_final,02:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,3.128814232069999,2.809461743105203,3114.532,2800.745,-10.206821667182043,-10.074932606247112,True
round5_final_to_round8_final,02:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,2.266867882106453,1.9815975441597402,2256.395,1974.811,-12.584338955017959,-12.47937528668518,True
round5_final_to_round8_final,02:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,2.4668066380545497,2.195181948132813,2458.159,2187.598,-11.01118692205052,-11.006651725946126,True
round5_final_to_round8_final,02:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,2.5272186188958585,2.278120785020292,2518.922,2269.963,-9.856600137917527,-9.883553361318842,True
round5_final_to_round8_final,02:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,2.95770946983248,2.634905797895044,2948.382,2624.637,-10.913974994160569,-10.980429265949931,True
round5_final_to_round8_final,02:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,2.4934168653562665,2.229133491870016,2483.858,2219.842,-10.599245443400374,-10.629271077493163,True
round5_final_to_round8_final,02:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,2.2929739779792726,2.006487359292805,2284.959,1998.521,-12.49410684280592,-12.535804799998596,True
round5_final_to_round8_final,02:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,2.441630430985242,2.205704634077847,2434.943,2198.407,-9.662633374543695,-9.714231503571135,True
round5_final_to_round8_final,02:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,2.8985098507255316,2.580806595273316,2885.238,2572.77,-10.960916878467419,-10.82988647730273,True
round5_final_to_round8_final,02:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,2.7556908982805908,2.455182753968984,2745.583,2446.321,-10.905001881709897,-10.89976154426947,True
round5_final_to_round8_final,02:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,2.6597882411442697,2.4213989973068237,2650.489,2412.373,-8.962715157161849,-8.983851659071206,True
round5_final_to_round8_final,02:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,2.31493256194517,2.043611748609692,2307.533,2035.334,-11.72046295411281,-11.796104324401856,True
round5_final_to_round8_final,02:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,2.3473689290694892,2.0861888197250664,2340.03,2080.022,-11.12650449232776,-11.111310538753782,True
round5_final_to_round8_final,02:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,2.6947309132665396,2.448835960123688,2687.675,2440.58,-9.125028103261668,-9.19363390290866,True
round5_final_to_round8_final,02:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,2.7993385829031467,2.5208962401375175,2793.52,2513.522,-9.946719002345962,-10.023124946304307,True
round5_final_to_round8_final,03:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,2.7258699857629836,2.4448640486225486,2716.582,2437.698,-10.308853269162066,-10.265988657806025,True
round5_final_to_round8_final,03:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,2.322021204046905,2.0566156380809844,2312.2,2049.335,-11.429937224662801,-11.368609981835476,True
round5_final_to_round8_final,03:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,2.407432878855616,2.154827679041773,2398.34,2145.083,-10.492720359203522,-10.559678777821324,True
round5_final_to_round8_final,03:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,2.538002331741154,2.2493227180093527,2527.741,2239.158,-11.374284811383827,-11.416636435457594,True
round5_final_to_round8_final,03:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,3.701443634927273,2.5995910270139575,3690.445,2590.386,-29.76818551324407,-29.80830225081258,True
round5_final_to_round8_final,03:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,2.456943124998361,2.1828304789960384,2446.339,2175.562,-11.156654104579866,-11.068662192770507,True
round5_final_to_round8_final,03:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,2.324272582307458,2.0679901079274714,2314.523,2062.59,-11.026351914608835,-10.88487779123387,True
round5_final_to_round8_final,03:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,2.427352959755808,2.1539244847372174,2420.042,2148.548,-11.26447119771562,-11.218565628199851,True
round5_final_to_round8_final,03:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,2.607667369302362,2.3440563129261136,2598.472,2337.27,-10.10907524017426,-10.0521383336053,True
round5_final_to_round8_final,03:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,2.7463869089260697,2.4801552300341427,2736.105,2469.862,-9.693888287431163,-9.730730363052587,True
round5_final_to_round8_final,03:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,3.10699978005141,2.8269144240766764,3095.032,2816.676,-9.014656446808612,-8.993638837982942,True
round5_final_to_round8_final,03:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,2.260076796170324,1.9940613457001746,2251.414,1982.457,-11.770195195176992,-11.946136961038711,True
round5_final_to_round8_final,03:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,2.4738384019583464,2.200938086025417,2466.556,2191.649,-11.031452811020138,-11.14537841427481,True
round5_final_to_round8_final,03:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,2.5202130740508437,2.2582834702916443,2515.481,2248.744,-10.393153120906117,-10.603816924079334,True
round5_final_to_round8_final,03:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,2.949157722759992,2.6503369701094925,2942.094,2639.587,-10.132410021490667,-10.282030417790866,True
round5_final_to_round8_final,03:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,2.4892267789691687,2.226135117933154,2481.356,2218.623,-10.569212225210167,-10.588283180648006,True
round5_final_to_round8_final,03:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,2.305785751901567,2.011849071830511,2298.904,2005.924,-12.747788029683516,-12.744333821681986,True
round5_final_to_round8_final,03:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,2.436471441294998,2.1755132600665092,2429.989,2169.138,-10.710496203878673,-10.7346576465984,True
round5_final_to_round8_final,03:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,2.882611376233399,2.618685814086348,2876.751,2609.22,-9.15578021800194,-9.299762127483413,True
round5_final_to_round8_final,03:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,2.7430295469239354,2.4648000868037343,2736.94,2455.619,-10.143144846259888,-10.278668878382424,True
round5_final_to_round8_final,03:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,2.653116143774241,2.3843855536542833,2646.902,2376.886,-10.128866418100724,-10.201208809393025,True
round5_final_to_round8_final,03:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,2.305884627159685,2.0280478610657156,2297.597,2020.264,-12.049031543967569,-12.07056764088743,True
round5_final_to_round8_final,03:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,2.341784229967743,2.0770958261564374,2332.685,2069.11,-11.302851920518385,-11.299210995055041,True
round5_final_to_round8_final,03:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,2.689088671002537,2.4411504310555756,2681.288,2433.115,-9.220158584600558,-9.255738286972537,True
round5_final_to_round8_final,03:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,2.790488723665476,2.51345814531669,2782.107,2505.435,-9.927672382237374,-9.944692997070204,True
baseline_sdaa_to_round8_final,00:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,4.123511778190732,2.469855565112084,4116.753,2459.616,-40.103103908295864,-40.25349589834513,True
baseline_sdaa_to_round8_final,00:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,4.132822975981981,2.1095932200551033,4127.666,2099.308,-48.9551516647322,-49.14055546160954,True
baseline_sdaa_to_round8_final,00:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,4.336667099967599,2.16852591605857,4332.097,2158.071,-49.99556419549077,-50.18414869288477,True
baseline_sdaa_to_round8_final,00:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,4.205121961887926,2.256976816803217,4200.587,2248.07,-46.32791064661706,-46.48200358664158,True
baseline_sdaa_to_round8_final,00:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,5.420516377314925,2.6068849498406053,5410.034,2596.012,-51.90707363692283,-52.0148671893744,True
baseline_sdaa_to_round8_final,00:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,4.404566567856818,2.266062851063907,4397.761,2256.626,-48.55196723325873,-48.686934101239245,True
baseline_sdaa_to_round8_final,00:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,4.1472682557068765,2.07891806634143,4142.255,2070.865,-49.87259231469484,-50.00633712796533,True
baseline_sdaa_to_round8_final,00:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,4.3748244238086045,2.177668171003461,4365.63,2169.719,-50.22272987340504,-50.29997961348076,True
baseline_sdaa_to_round8_final,00:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,4.8248865539208055,2.3712026830762625,4815.624,2361.504,-50.85474743132825,-50.96161992713717,True
baseline_sdaa_to_round8_final,00:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,4.802175580989569,2.4636559397913516,4795.189,2453.154,-48.69708742961719,-48.84134911053558,True
baseline_sdaa_to_round8_final,00:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,5.227337551768869,2.873380874749273,5220.249,2864.627,-45.03165624387591,-45.12470573721675,True
baseline_sdaa_to_round8_final,00:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,3.929662815760821,1.983698520809412,3923.091,1975.92,-49.519879597472574,-49.63359249122694,True
baseline_sdaa_to_round8_final,00:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,4.520504523999989,2.199196749832481,4513.613,2192.419,-51.350634909076206,-51.42651795800837,True
baseline_sdaa_to_round8_final,00:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,4.487920505926013,2.2587562589906156,4481.739,2249.95,-49.670314881734825,-49.79738891532952,True
baseline_sdaa_to_round8_final,00:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,5.299579991959035,2.6442049900069833,5292.286,2633.995,-50.10538582266912,-50.22954163852823,True
baseline_sdaa_to_round8_final,00:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,4.489125702064484,2.2304859491996467,4481.497,2223.197,-50.313577804830054,-50.39164368513468,True
baseline_sdaa_to_round8_final,00:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,3.77039346517995,2.020599423907697,3762.868,2012.581,-46.40879148109652,-46.514706335699266,True
baseline_sdaa_to_round8_final,00:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,4.426152864936739,2.1794994338415563,4417.097,2172.04,-50.758604586226674,-50.82652701536779,True
baseline_sdaa_to_round8_final,00:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,4.685360690113157,2.595556084997952,4679.059,2587.167,-44.602854365620544,-44.707536280264904,True
baseline_sdaa_to_round8_final,00:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,4.805512642022222,2.4851931440643966,4799.578,2474.909,-48.28453633994406,-48.43486239831919,True
baseline_sdaa_to_round8_final,00:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,4.856630261056125,2.3897373699583113,4849.505,2382.811,-50.794331841134685,-50.86486146524233,True
baseline_sdaa_to_round8_final,00:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,3.784106540028006,2.039903126191348,3777.263,2034.041,-46.09287279273456,-46.15040043544757,True
baseline_sdaa_to_round8_final,00:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,4.249227199703455,2.0858796876855195,4241.894,2076.072,-50.911551920991926,-51.05790007953994,True
baseline_sdaa_to_round8_final,00:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,5.142280756961554,2.4502831040881574,5135.806,2441.399,-52.35026596377501,-52.46317715271955,True
baseline_sdaa_to_round8_final,00:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,4.800535211805254,2.5064381477423012,4792.591,2497.14,-47.788360314937705,-47.895825034934134,True
baseline_sdaa_to_round8_final,01:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,4.1131784790195525,2.4483650573529303,4108.03,2441.185,-40.47510775811166,-40.57528791172411,True
baseline_sdaa_to_round8_final,01:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,4.1027030614204705,2.0478022322058678,4097.843,2039.481,-50.08651122080325,-50.230377298495824,True
baseline_sdaa_to_round8_final,01:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,4.332122931722552,2.1574377329088748,4325.334,2147.491,-50.199064825452034,-50.3508630778571,True
baseline_sdaa_to_round8_final,01:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,4.231494391802698,2.2438092129305005,4226.135,2235.928,-46.973598327880694,-47.09284014826787,True
baseline_sdaa_to_round8_final,01:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,5.419656578917056,2.6060054758563638,5414.006,2596.212,-51.91567144689655,-52.046377488314576,True
baseline_sdaa_to_round8_final,01:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,4.391489372123033,2.1866291793994606,4387.326,2178.1,-50.20757209888564,-50.35472631849104,True
baseline_sdaa_to_round8_final,01:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,4.177780728787184,2.0626631369814277,4169.523,2056.122,-50.627778936109415,-50.68687713198848,True
baseline_sdaa_to_round8_final,01:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,4.373631768859923,2.1563888429664075,4365.944,2148.134,-50.69569280340866,-50.79794885138242,True
baseline_sdaa_to_round8_final,01:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,4.793794316705316,2.38114330265671,4787.465,2371.423,-50.328630196774384,-50.46599818484313,True
baseline_sdaa_to_round8_final,01:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,4.7576087871566415,2.4569701720029116,4751.241,2447.629,-48.357036445796,-48.48442754219372,True
baseline_sdaa_to_round8_final,01:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,5.224127363879234,2.810536573641002,5217.686,2803.598,-46.2008412529589,-46.267406662647005,True
baseline_sdaa_to_round8_final,01:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,4.001360561698675,2.002057014964521,3995.815,1991.368,-49.96559335021289,-50.16365872794412,True
baseline_sdaa_to_round8_final,01:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,4.475097730290145,2.2216975148767233,4468.538,2212.228,-50.35421238202369,-50.4932485748135,True
baseline_sdaa_to_round8_final,01:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,4.490517823956907,2.2431267988868058,4484.301,2233.871,-50.04748033913311,-50.184633011923154,True
baseline_sdaa_to_round8_final,01:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,5.334282686933875,2.6293739578686655,5327.228,2620.909,-50.70801245106079,-50.80163642329556,True
baseline_sdaa_to_round8_final,01:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,4.52484479919076,2.2347318129613996,4517.565,2226.163,-50.61196765553003,-50.7220593394893,True
baseline_sdaa_to_round8_final,01:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,3.7904555900022388,2.028395594097674,3782.893,2021.348,-46.486760075812526,-46.56608051033958,True
baseline_sdaa_to_round8_final,01:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,4.429333323147148,2.1862800577655435,4423.475,2178.518,-50.64087757089053,-50.75098197683947,True
baseline_sdaa_to_round8_final,01:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,4.701839254237711,2.580146033782512,4695.619,2572.827,-45.12475024625614,-45.207926793038354,True
baseline_sdaa_to_round8_final,01:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,4.812719542067498,2.453010927885771,4806.335,2444.433,-49.03066953217928,-49.14143520998848,True
baseline_sdaa_to_round8_final,01:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,4.858792641200125,2.3898109826259315,4852.459,2382.094,-50.81471552497357,-50.90954915847821,True
baseline_sdaa_to_round8_final,01:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,3.798658650368452,2.029973021708429,3792.768,2022.136,-46.56079399207057,-46.6844267827613,True
baseline_sdaa_to_round8_final,01:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,4.203075451776385,2.0743466769345105,4197.588,2066.228,-50.64693221108344,-50.77582649845578,True
baseline_sdaa_to_round8_final,01:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,5.170426178257912,2.4155409880913794,5164.331,2407.424,-53.28158830989721,-53.383623164355654,True
baseline_sdaa_to_round8_final,01:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,4.772632396779954,2.541804778855294,4765.369,2531.583,-46.74207926488905,-46.87540461189889,True
baseline_sdaa_to_round8_final,02:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,4.144563407171518,2.4387324592098594,4140.088,2432.758,-41.15827845726729,-41.238978495143094,True
baseline_sdaa_to_round8_final,02:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,4.0823268089443445,2.0522140469402075,4077.458,2044.794,-49.729305296091844,-49.851255365475254,True
baseline_sdaa_to_round8_final,02:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,4.33095463598147,2.1676234384067357,4326.227,2159.749,-49.950446943078774,-50.0777698442546,True
baseline_sdaa_to_round8_final,02:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,4.220566914882511,2.2511610370129347,4212.761,2243.09,-46.66211714177737,-46.7548716862884,True
baseline_sdaa_to_round8_final,02:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,5.401889226865023,2.5962453079409897,5396.824,2587.077,-51.938197935841124,-52.06297259276938,True
baseline_sdaa_to_round8_final,02:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,4.44680726993829,2.210679371841252,4442.409,2200.746,-50.28614379610992,-50.46052715992606,True
baseline_sdaa_to_round8_final,02:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,4.16164098540321,2.059159647207707,4158.032,2050.145,-50.520488085586244,-50.694342900679935,True
baseline_sdaa_to_round8_final,02:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,4.359165567904711,2.164117189589888,4354.117,2156.781,-50.35478336671441,-50.46570866148061,True
baseline_sdaa_to_round8_final,02:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,4.795681389048696,2.3199169589206576,4790.488,2311.9,-51.62487307396264,-51.73978099934704,True
baseline_sdaa_to_round8_final,02:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,4.7485969718545675,2.453957085032016,4743.127,2443.755,-48.32248136498261,-48.477976659701504,True
baseline_sdaa_to_round8_final,02:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,5.232255259063095,2.809461743105203,5227.047,2800.745,-46.3049563906736,-46.41821663359828,True
baseline_sdaa_to_round8_final,02:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,3.946300336625427,1.9815975441597402,3941.949,1974.811,-49.78594189173523,-49.9026750472926,True
baseline_sdaa_to_round8_final,02:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,4.458297224715352,2.195181948132813,4453.76,2187.598,-50.7618752746354,-50.88199633568043,True
baseline_sdaa_to_round8_final,02:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,4.479526984039694,2.278120785020292,4473.552,2269.963,-49.1437200147,-49.25815101735712,True
baseline_sdaa_to_round8_final,02:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,5.309602462220937,2.634905797895044,5301.66,2624.637,-50.374706644367166,-50.49405280610224,True
baseline_sdaa_to_round8_final,02:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,4.495219189208001,2.229133491870016,4488.086,2219.842,-50.41101672591053,-50.53922763512107,True
baseline_sdaa_to_round8_final,02:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,3.777917511295527,2.006487359292805,3770.718,1998.521,-46.88906379523521,-46.99892699480577,True
baseline_sdaa_to_round8_final,02:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,4.439025598112494,2.205704634077847,4433.44,2198.407,-50.31106297256478,-50.413065249557896,True
baseline_sdaa_to_round8_final,02:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,4.677100039087236,2.580806595273316,4671.369,2572.77,-44.820367883835644,-44.9247105077762,True
baseline_sdaa_to_round8_final,02:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,4.797081085853279,2.455182753968984,4792.651,2446.321,-48.819235905572164,-48.95682994651603,True
